Регистрационный номер;Краткое наименование;Дата регистрации;Возраст компании, лет;Статус;Регион регистрации;Наименование ОКАТО;Вид деятельности/отрасль;Организационно-правовая форма;2019, Доходы, RUB;2020, Доходы, RUB;2021, Доходы, RUB;2019, Расходы, RUB;2020, Расходы, RUB;2021, Расходы, RUB;2019, Налоги, RUB;2020, Налоги, RUB;2021, Налоги, RUB;2019, Активы  всего, RUB;2020, Активы  всего, RUB;2021, Активы  всего, RUB;2019, Капитал и резервы, RUB;2020, Капитал и резервы, RUB;2021, Капитал и резервы, RUB;2019, Пассивы всего, RUB;2020, Пассивы всего, RUB;2021, Пассивы всего, RUB;2019, Чистая прибыль (убыток), RUB;2020, Чистая прибыль (убыток), RUB;2021, Чистая прибыль (убыток), RUB;2019, Оплата труда, RUB;2020, Оплата труда, RUB;2021, Оплата труда, RUB;2019, Прибыль от приносящей доход деятельности, RUB;2020, Прибыль от приносящей доход деятельности, RUB;2021, Прибыль от приносящей доход деятельности, RUB;2019, Всего поступило средств, RUB;2020, Всего поступило средств, RUB;2021, Всего поступило средств, RUB;2019, Расходы на целевые мероприятия, RUB;2020, Расходы на целевые мероприятия, RUB;2021, Расходы на целевые мероприятия, RUB;2019, Расходы на содержание аппарата управления, RUB;2020, Расходы на содержание аппарата управления, RUB;2021, Расходы на содержание аппарата управления, RUB;2019, Приобретение основных средств, инвентаря и иного имущества, RUB;2020, Приобретение основных средств, инвентаря и иного имущества, RUB;2021, Приобретение основных средств, инвентаря и иного имущества, RUB;2019, Всего использовано средств, RUB;2020, Всего использовано средств, RUB;2021, Всего использовано средств, RUB;2019, Остаток средств на конец отчетного года, RUB;2020, Остаток средств на конец отчетного года, RUB;2021, Остаток средств на конец отчетного года, RUB
1115400002222;"АНО ДО ""АКАДЕМИЯ АСТРУМ""";07.07.2011;11,0;Действующая;Новосибирская область;Новосибирская область, Новосибирск, Ленинский;Деятельность по дополнительному профессиональному образованию прочая, не включенная в другие группировки;Автономные некоммерческие организации;;;;;;;;;;;;;;;;;;;;;;372 000;372 000;447 000;;;;2 581 000;1 702 000;447 000;;;;;;;;;;2 581 000;1 702 000;447 000;;;
1136300002376;"ЧПОУ ""АКАДЕМИЯ БИЗНЕСА""";08.08.2013;8,5;Действующая;Самарская область;Самарская область, Самара, Ленинский;Образование профессиональное дополнительное;Частные учреждения;;;;;;;;;;48 000;281 000;435 000;11 000;;;48 000;281 000;435 000;228 000;232 000;122 000;;;;;;;;;;;;;;;;;;;;;;;;
1165958112902;АНО ДО «АКАДЕМИЯ ВЕРЫ ПУПЫРЕВОЙ»;31.10.2016;5,5;Действующая;Пермский край;Пермский край, Пермь, Дзержинский;Образование дополнительное детей и взрослых;Автономные некоммерческие организации;;;;;;;;;;1 058 000;1 567 000;1 134 000;-3 914 000;-1 705 000;-2 612 000;1 058 000;1 567 000;1 134 000;-1 019 000;-10 000;-18 000;;;;;;;;;;;;;;;;;;;;;;;;
1046900097067;"АНО ""АКАДЕМИЯ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ""";10.12.2004;17,5;Действующая;Тверская область;Тверская область, Тверь, Центральный;Деятельность по дополнительному профессиональному образованию прочая, не включенная в другие группировки;Автономные некоммерческие организации;;;;;;;;;;3 607 000;4 538 000;4 389 000;;;;3 607 000;4 538 000;4 389 000;;;;;;;;;;;1 902 000;;;1 234 000;;;993 000;;;24 000;;;2 260 000;;;;
1027600680469;АКАДЕМИЯ МУБИНТ;08.04.1996;26,0;Действующая;Ярославская область;Ярославская область, Ярославль, Ленинский;Образование высшее;Частные учреждения;;;;;;;;;;130 230 000;162 483 000;162 719 000;104 073 000;94 164 000;106 601 000;130 230 000;162 483 000;162 719 000;-4 221 000;-8 726 000;-300 000;;;;;;;10 580 000;14 937 000;34 459 000;10 580 000;15 606 000;20 915 000;;;;1 063 000;723 000;4 639 000;15 864 000;25 569 000;26 661 000;21 952 000;11 320 000;19 118 000
1154000000142;"АНО ДПО ""АКАДЕМИЯ ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ И РАЗВИТИЯ""";16.03.2015;7,0;Действующая;Калужская область;Калужская область, Боровский район, Балабаново;Образование профессиональное дополнительное;Автономные некоммерческие организации;;;;;;;;;;1 506 000;1 072 000;1 015 000;1 353 000;613 000;180 000;1 506 000;1 072 000;1 015 000;3 000;357 000;-330 000;;;;;;;;;;;;;;;;;;;;;;;;
1157800003107;"СНА ""АКАДЕМИЯ СПОРТИВНЫХ ИССЛЕДОВАНИЙ""";01.07.2015;7,0;Действующая;Санкт-Петербург;Санкт-Петербург, Петродворцовый;Деятельность в области спорта прочая;Объединения юридических лиц;;;;;;;;;;18 079 000;11 056 000;13 882 000;18 076 000;1 059 000;1 159 000;18 079 000;11 056 000;13 882 000;277 000;7 000;34 000;;;;;;;95 780 000;97 156 000;101 066 000;86 271 000;98 561 000;98 869 000;5 886 000;5 607 000;5 478 000;149 000;64 000;100 000;92 306 000;104 232 000;104 447 000;17 017 000;9 941 000;6 560 000
1142100000426;"АНПОО ""АКАДЕМИЯ ТЕХНОЛОГИИ И УПРАВЛЕНИЯ""";15.07.2014;8,0;Действующая;Чувашская Республика-Чувашия;Чувашская Республика - Чувашия, Новочебоксарск;Образование профессиональное среднее;Автономные некоммерческие организации;;;;;;;;;;7 522 000;15 270 000;20 637 000;;;;7 522 000;15 270 000;20 637 000;;;;;;;;;;25 040 000;37 018 000;48 163 000;;;;16 635 000;23 698 000;35 505 000;712 000;775 000;4 418 000;20 501 000;29 079 000;46 280 000;7 522 000;15 461 000;17 344 000
1157800005615;"АНО ""АКАДЕМИЯ ФУДОКАН КАРАТЭ-ДО И КОБУДО СЗФО""";01.12.2015;6,5;Действующая;Санкт-Петербург;Санкт-Петербург, Калининский;Деятельность в области спорта прочая;Автономные некоммерческие организации;;;;;;;;;;148 000;78 000;;;;;148 000;78 000;;;;;;;;;;;336 000;;;;;;245 000;70 000;78 000;;;;257 000;70 000;78 000;148 000;78 000;
1106300005844;"АНО ДПО ""АКАДЕМИЯ""";30.11.2010;11,5;Действующая;Самарская область;Самарская область, Самара, Самарский;Образование профессиональное дополнительное;Автономные некоммерческие организации;;;;;;;;;;13 924 000;13 411 000;17 725 000;;;;13 924 000;13 411 000;17 725 000;1 321 000;3 759 000;787 000;;;;1 321 000;3 759 000;787 000;1 321 000;3 759 000;787 000;;;;;;;;;;;;;4 769 000;8 528 000;9 315 000
1146300000472;"АНО ЦДПО ""АКАДЕМИЯ""";13.02.2014;8,0;Действующая;Самарская область;Самарская область, Самара, Октябрьский;Образование профессиональное дополнительное;Автономные некоммерческие организации;;;;;;;;;;27 744 000;55 508 000;130 492 000;;;;27 744 000;55 508 000;130 492 000;6 047 000;9 686 000;23 059 000;;;;6 047 000;9 671 000;23 059 000;6 177 000;9 671 000;23 059 000;;;;;;;;;;;;;14 492 000;24 163 000;47 222 000
1027739159282;"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ - КЛУБ ЛЮБИТЕЛЕЙ ПОДВОДНОГО ПЛАВАНИЯ ""АКВАНАВТ""";17.10.1996;25,5;Действующая;Москва;Москва, Северо-Восточный, Бутырский;Деятельность зрелищно-развлекательная прочая, не включенная в другие группировки;Общественные организации;;;;;;;;;;450 000;248 000;19 000;306 000;;;450 000;248 000;19 000;5 596 000;;;;;;5 596 000;1 417 000;;5 596 000;1 417 000;103 000;1 499 000;145 000;;3 741 000;1 140 000;316 000;;;;6 086 000;1 491 000;316 000;306 000;232 000;19 000
1055407127511;"ЧДОУ ДС ""АКВАРЕЛЬ""";19.10.2005;16,5;Действующая;Новосибирская область;Новосибирская область, Новосибирск, Ленинский;Образование дошкольное;Частные учреждения;;;;;;;;;;55 049 000;55 531 000;56 024 000;;;;55 049 000;55 531 000;56 024 000;426 000;85 000;493 000;;;;426 000;85 000;493 000;7 350 000;4 800 000;5 783 000;;;5 290 000;8 759 000;4 318 000;;;;;8 759 000;4 318 000;5 290 000;55 049 000;55 531 000;56 024 000
