name,ogrn,status,region,okopf,okopf_id
"ТЕРРИТОРИЯ МИР, ФОНД ВОЗРОЖДЕНИЯ ОКРУЖАЮЩЕЙ СРЕДЫ",1177700007473,Действующая,Москва,Фонды,70400
"ТЕРРИТОРИЯ, ФОНД",1067746241023,Действующая,Москва,Фонды,70400
"ТЕХАУДИТ, ФОНД",1077799003545,Действующая,Москва,Фонды,70400
"ТЕХНО, ФОНД",1197700014412,Действующая,Москва,Фонды,70400
"ТЕХНО, ФОНД",1167700062650,Действующая,Москва,Фонды,70400
"ФОНД СОДЕЙСТВИЯ РАЗВИТИЮ БЕЗОПАСНЫХ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ, НКО",1167700075751,Действующая,Москва,Фонды,70400
"ФОНД СОДЕЙСТВИЯ ТРУДОВЫМ МИГРАНТАМ КИРГИЗСКОЙ РЕСПУБЛИКИ, НО",1207700188475,Действующая,Москва,Фонды,70400
"ТЕХНОЛОГИИ БУДУЩЕГО, ФОНД",1207700502646,Действующая,Москва,Благотворительные фонды,70401
"ТЕХНОЛОГИИ СВОБОДЫ, ФОНД",1027700571470,Действующая,Москва,Фонды,70400
"ТЕХНОЛОГИИ ТЕЛОС, ФОНД",1037739760354,Действующая,Москва,Фонды,70400
"ТЕХНОЛОГИЯ ДОБРА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1107799024299,Действующая,Москва,Благотворительные фонды,70401
"ТЕХЭКО, РОССИЙСКИЙ ЭКСПЕРТНЫЙ ФОНД",1021801178200,Действующая,Москва,Фонды,70400
"ТЕЧЕНИЕ ЖИЗНИ, ФОНД",1167700073342,Действующая,Москва,Фонды,70400
"ТИ, БФ ЕВГЕНИЯ МИРОНОВА",1127799023087,Действующая,Москва,Благотворительные фонды,70401
"ТИГРУС, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1187700009177,Действующая,Москва,Благотворительные фонды,70401
"ТИМ, ФОНД",1217700634799,Действующая,Москва,Фонды,70400
"ТИМУР И ЕГО КОМАНДА, БФ",1137799014396,Действующая,Москва,Благотворительные фонды,70401
"ТИМЧЕНКО, ФОНД",1107799035563,Действующая,Москва,Благотворительные фонды,70401
"ТИС, ФОНД",1167700051342,Действующая,Москва,Фонды,70400
"ТИТАН, РОФСЗ",1027739862732,Действующая,Москва,Общественные фонды,70403
"ТИЦ, НФ",1047796497572,Действующая,Москва,Фонды,70400
ХУДОЖЕСТВЕННЫЙ ФОНД СОВРЕМЕННОГО ИСКУССТВА,1227700050192,Действующая,Москва,Фонды,70400
"ТКЦ ИМЕНИ ВС. МЕЙЕРХОЛЬДА, СПЕЦИАЛИЗИРОВАННЫЙ ФОНД ГБУК Г. МОСКВЫ",1167700068007,Действующая,Москва,Фонды,70400
"ТОВАР НА ПОЛКЕ, ФПП",1207700112146,Действующая,Москва,Фонды,70400
"ТОВАРЫ РОССИИ, ФОНД",1037739750806,Действующая,Москва,Благотворительные фонды,70401
"ТОКАРЕВ И ДЕТИ, ФОНД",1217700075933,Действующая,Москва,Фонды,70400
"ТОЛЕРАНТНОСТЬ, ФОНД",1047796065272,Действующая,Москва,Фонды,70400
"ТОЛЕРАНТНОСТЬ, ФОНД",1107799024211,Действующая,Москва,Фонды,70400
"ТОЛЬКО ЖИВИ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1187700012609,Действующая,Москва,Благотворительные фонды,70401
"ТОНКАЯ НИТЬ, БФ",1177700011280,Действующая,Москва,Благотворительные фонды,70401
"ТОРПЕДО, НО СФ",1027700469455,Действующая,Москва,Фонды,70400
"ТОТ САМЫЙ ФОРМАТ, ФОНД",1177700002831,Действующая,Москва,Фонды,70400
"ТОЧКА ЕДИНСТВА, ФОНД",1087799032023,Действующая,Москва,Фонды,70400
"ТОЧКА ОПОРЫ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1177700023390,Действующая,Москва,Благотворительные фонды,70401
ТПИ ФОНД,1127799006114,Действующая,Москва,Общественные фонды,70403
"ТПР, ФОНД",1207700074471,Действующая,Москва,Благотворительные фонды,70401
"ТПС, ФОНД",1207700074460,Действующая,Москва,Благотворительные фонды,70401
"ТРАДИЦИИ ДУХА, ФОНД",1187700005338,Действующая,Москва,Фонды,70400
"ТРАДИЦИИ И ДРУЖБА, ФОНД",1207700294020,Действующая,Москва,Фонды,70400
"ТРАДИЦИИ ОТЕЧЕСТВА, ФОНД",1177700020981,Действующая,Москва,Фонды,70400
"ТРАДИЦИИ, БФ",1167700059670,Действующая,Москва,Благотворительные фонды,70401
"ТРАДИЦИОННЫЕ СИСТЕМЫ ОЗДОРОВЛЕНИЯ, БФ",1057746125095,Действующая,Москва,Благотворительные фонды,70401
"ТРАДИЦИОННЫЕ ТЕХНОЛОГИИ, ФОНД",1037700181430,Действующая,Москва,Благотворительные фонды,70401
"ТРАДИЦИЯ, БФ",1187700002885,Действующая,Москва,Благотворительные фонды,70401
"ТРАДИЦИЯ, БФ",1227700255419,Действующая,Москва,Благотворительные фонды,70401
"ТРАДИЦИЯ, ФОНД",1157700010710,Действующая,Москва,Фонды,70400
"ТРАДИЦИЯ, ФОНД ПОДДЕРЖКИ И РАЗВИТИЯ",1157700001381,Действующая,Москва,Фонды,70400
"ТРАДИЦИЯ, ФОНД РАЗВИТИЯ",1087799011574,Действующая,Москва,Общественные фонды,70403
"ТРАЕКТОРИЯ ЖИЗНИ, ФОНД",1217700206349,Действующая,Москва,Фонды,70400
"ТРАЕКТОРИЯ, ФОНД",1187700014259,Действующая,Москва,Фонды,70400
"ТРАЕКТОРИЯ, ФОНД НЕКОММЕРЧЕСКИХ ИНИЦИАТИВ",1157700009510,Действующая,Москва,Фонды,70400
"ТРАКТОРОЭКСПОРТ, ОБЩЕСТВЕННОЕ ОБЪЕДИНЕНИЕ ФОНД ПОДДЕРЖКИ ВЕТЕРАНОВ А/О",1027739094030,Действующая,Москва,Общественные фонды,70403
"ТРАМПЛИН, ФОНД",1207700106789,Действующая,Москва,Фонды,70400
"ТРАНС-АТ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1037739731480,Действующая,Москва,Благотворительные фонды,70401
"ТРАНСГЕНДЕР, ФОНД",1077799000872,Действующая,Москва,Фонды,70400
"ТРАНССИБАРТФЕСТ, ФОНД",1167700054004,Действующая,Москва,Фонды,70400
"ТРАНССОЮЗ, БФ",1097799022727,Действующая,Москва,Благотворительные фонды,70401
"ТРАСЕКА, ФОНД",1187700011806,Действующая,Москва,Фонды,70400
"ТРЕНДЫ И ТРАДИЦИИ, ФОНД",1167700059988,Действующая,Москва,Благотворительные фонды,70401
"ТРЕТИЙ ВОЗРАСТ, ФОНД",1037721028080,Действующая,Москва,Фонды,70400
"ТРЕТЬЯ ПЛАНЕТА, ФОНД",1025004060564,Действующая,Москва,Фонды,70400
"ТРЕТЬЯ ЭРА, ФОНД",1027739391790,Действующая,Москва,Фонды,70400
"ТРЕХ РАДОСТЕЙ, БФ",1197700017558,Действующая,Москва,Благотворительные фонды,70401
"ТРИ БОГАТЫРЯ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1117799024870,Действующая,Москва,Благотворительные фонды,70401
"ТРИ И БОЛЬШЕ, БФ",1217700139931,Действующая,Москва,Благотворительные фонды,70401
"ТРИАНОНСКИЙ ДИАЛОГ, ФОНД",1187700021431,Действующая,Москва,Фонды,70400
"ТРИЕДИНСТВО, ФОНД",1127799025804,Действующая,Москва,Фонды,70400
"ТРИПЛ ЭЙ, ФОНД",1147799009533,Действующая,Москва,Фонды,70400
"ТРИУМФ-НОВЫЙ ВЕК, НБФ",1027739394825,В состоянии банкротства,Москва,Благотворительные фонды,70401
"ТРИУМФАЛЬНОЕ МАТЕРИНСТВО, БФ",1157700002316,Действующая,Москва,Благотворительные фонды,70401
"ТРОИЦКИЙ БАЛ, ФОНД",1187700016778,Действующая,Москва,Фонды,70400
"ТРОПИНКА К СЕРДЦУ, БФ",1227700258807,Действующая,Москва,Благотворительные фонды,70401
"ТРУБАЧЁВА, ФОНД",1047796398396,Действующая,Москва,Фонды,70400
"ТСО, МФ",1027739650487,Действующая,Москва,Фонды,70400
"ТУРНИРЫ ЮНЫХ, ФОНД",1147799008719,Действующая,Москва,Фонды,70400
"ТУТ ПОМОГУТ, БФ",1107799035057,Действующая,Москва,Благотворительные фонды,70401
"ТФБ 1, ФОНД",1157700010896,Действующая,Москва,Фонды,70400
"ТЫ ВАЖЕН, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700003225,Действующая,Москва,Благотворительные фонды,70401
"ТЫ И Я, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1167700050000,Действующая,Москва,Благотворительные фонды,70401
"ТЫ ПОМОГАЕШЬ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147799011920,Действующая,Москва,Благотворительные фонды,70401
"ТЫ СУПЕР!, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1177700013920,Действующая,Москва,Благотворительные фонды,70401
"ТЫ-ЛЕГЕНДА, ФОНД",1147700000117,Действующая,Москва,Фонды,70400
"ТЫСЯЧЕЛЕТИЕ КРЕЩЕНИЯ РУСИ, ФОНД",1027739073273,Действующая,Москва,Фонды,70400
"ТЮТЧЕВА, ФОНД",1157700014240,Действующая,Москва,Фонды,70400
"У МЕНЯ ЕСТЬ МЕЧТА, БФ",1167700057194,Действующая,Москва,Благотворительные фонды,70401
"У ТУНАНЯ, ФОНД ИМ.",1207700182073,Действующая,Москва,Фонды,70400
"УВЕРЕННЫЙ ШАГ, ФОНД",1217700331771,Действующая,Москва,Фонды,70400
УГОЛЬ-ФОНД,1027739418849,Действующая,Москва,Фонды,70400
"УЛИСС, ФОНД",1177700021762,Действующая,Москва,Фонды,70400
"УЛЫБКА ДЕТЕЙ, НО ФОНД ПОДДЕРЖКИ И РАЗВИТИЯ ДЕТЕЙ",1037739181039,Действующая,Москва,Фонды,70400
"УЛЫБКА ДЕТЕЙ, ФОНД",1147799003109,Действующая,Москва,Фонды,70400
"УЛЫБКА ДОБРА, БФ",1227700378674,Действующая,Москва,Благотворительные фонды,70401
"УЛЫБКА, НКО БФ",1087799026116,Действующая,Москва,Благотворительные фонды,70401
"УМА, ФОНД ПОДДЕРЖКИ МОЛОДЫХ УЧЕНЫХ",1117799018281,Действующая,Москва,Фонды,70400
"УМАНИТА, НО БФ",1037739410653,Действующая,Москва,Благотворительные фонды,70401
"УМФ КОНТРАКТ У, НК",1037739154914,Действующая,Москва,Общественные фонды,70403
"УНИВЕРСАЛ, МЕЖДУНАРОДНЫЙ ФОНД",1047796750022,Действующая,Москва,Фонды,70400
"УНИВЕРСАЛИСТ М, ФОНД",1207700349152,Действующая,Москва,Фонды,70400
"УНИВЕРСАЛИСТ, ФОНД",1147799001470,Действующая,Москва,Фонды,70400
"УНИВЕРСИТЕТ ДЕТСТВА, ФОНД",1207700142462,Действующая,Москва,Благотворительные фонды,70401
"УНИВЕРСИТЕТ НАЦИОНАЛЬНОЙ БЕЗОПАСНОСТИ, УНБ",1197700014797,Действующая,Москва,Фонды,70400
"МИР ЕДИНОГО СОЗНАНИЯ, ФОНД",1087799027788,Действующая,Москва,Фонды,70400
"УНИВЕРСУМ, НО ФОНД РАЗВИТИЯ БИЗНЕСА",1037736018935,Действующая,Москва,Фонды,70400
